CarName,Type,AWD,FWD,ManPr,RetPr,Eng,Cyl,HP,CMpG,HMpG,Weight,WhlB,Length,Width
Mazda_RX-8_4dr_automatic,1,0,1,25700,23794,1.3,-1,197,18,25,3053,106,174,-1
Mazda_RX-8_4dr_manual,1,0,1,27200,25179,1.3,-1,238,18,24,3029,106,174,-1
Mercedes-Benz_SL500_convertible_2dr,1,0,1,90520,84325,5.0,8,302,16,23,4065,101,179,72
Mercedes-Benz_SL55_AMG_2dr,1,0,1,121770,113388,5.5,8,493,14,21,4235,101,179,72
Mercedes-Benz_SL600_convertible_2dr,1,0,1,126670,117854,5.5,12,493,13,19,4429,101,179,72
Mercedes-Benz_SLK230_convertible_2dr,1,0,1,40320,37548,2.3,4,192,21,29,3055,95,158,68
Mercedes-Benz_SLK32_AMG_2dr,1,0,1,56170,52289,3.2,6,349,17,22,3220,95,158,68
Mitsubishi_Eclipse_GTS_2dr,1,0,0,25092,23456,3.0,6,210,21,28,3241,101,177,69
Mitsubishi_Eclipse_Spyder_GT_convertible_2dr,1,0,0,26992,25218,3.0,6,210,21,28,3296,101,177,69
Mitsubishi_Lancer_Evolution_4dr,1,0,0,29562,27466,2.0,4,271,18,26,3263,103,179,70
Nissan_350Z_coupe_2dr,1,0,1,26910,25203,3.5,6,287,20,26,3188,104,169,72
Nissan_350Z_Enthusiast_convertible_2dr,1,0,1,34390,31845,3.5,6,287,20,26,3428,104,169,72
Pontiac_GTO_2dr,1,0,1,33500,30710,5.7,8,340,-1,-1,3725,110,190,73
Porsche_911_Carrera_convertible_2dr(coupe),1,0,1,79165,69229,3.6,6,315,18,26,3135,93,175,70
Porsche_911_Carrera_4S_coupe_2dr(convert),1,1,0,84165,72206,3.6,6,315,17,24,3240,93,175,72
Porsche_911_Targa_coupe_2dr,1,0,1,76765,67128,3.6,6,315,18,26,3119,93,175,70
Porsche_911_GT2_2dr,1,0,1,192465,173560,3.6,6,477,17,24,3131,93,175,72
Porsche_Boxster_convertible_2dr,1,0,1,43365,37886,2.7,6,228,20,29,2811,95,170,70
Porsche_Boxster_S_convertible_2dr,1,0,1,52365,45766,3.2,6,258,18,26,2911,95,170,70
Subaru_Impreza_WRX_4dr,1,1,0,25045,23022,2.0,4,227,20,27,3085,99,174,69
Subaru_Impreza_WRX_STi_4dr,1,1,0,31545,29130,2.5,4,300,18,24,3263,100,174,69
Toyota_Celica_GT-S_2dr,1,0,0,22570,20363,1.8,4,180,24,33,2500,102,171,68
Toyota_MR2_Spyder_convertible_2dr,1,0,1,25130,22787,1.8,4,138,26,32,2195,97,153,67
Cadillac_Escaladet,2,0,0,52795,48377,5.3,8,295,14,18,5367,116,199,79
Cadillac_SRX_V8,2,0,0,46995,43523,4.6,8,320,16,21,4302,116,195,73
Chevrolet_Suburban_1500_LT,2,0,0,42735,37422,5.3,8,295,14,18,4947,130,219,79
Chevrolet_Tahoe_LT,2,1,0,41465,36287,5.3,8,295,14,18,5050,116,197,79
Dodge_Durango_SLT,2,1,0,32235,29472,4.7,8,230,15,21,4987,119,201,76
Ford_Excursion_6.8_XLT,2,1,0,41475,36494,6.8,10,310,-1,-1,7190,137,227,80
Ford_Expedition_4.6_XLT,2,0,0,34560,30468,4.6,8,232,15,19,5000,119,206,79
GMC_Envoy_XUV_SLE,2,0,0,31890,28922,4.2,6,275,15,19,4945,129,208,75
CMC_Yukon_1500_SLE,2,0,0,35725,31361,4.8,8,285,16,19,5042,116,199,79
GMC_Yukon_XL_2500_SLT,2,1,0,46265,40534,6.0,8,325,13,17,6133,130,219,79
Hummer_H2,2,1,0,49995,45815,6.0,8,316,10,12,6400,123,190,81
Isuzu_Ascender_S,2,1,0,31849,29977,4.2,6,275,15,20,4967,129,208,76
Lincoln_Navigator_Luxury,2,1,0,52775,46360,5.4,8,300,13,18,5969,119,206,80
Nissan_Pathfinder_Armada_SE,2,0,0,33840,30815,5.6,8,305,13,19,5013,123,207,79
Toyota_Sequoia_SR5,2,1,0,35695,31827,4.7,8,240,14,17,5270,118,204,78
Acura_MDX,2,1,0,36945,33337,3.5,6,265,17,23,4451,106,189,77
BMW_X3_3.0i,2,1,0,37000,33873,3.0,6,225,16,23,4023,110,180,73
BMW_X5_4.4i,2,1,0,52195,47720,4.4,8,325,16,22,4824,111,184,74
Buick_Rainier,2,1,0,37895,34357,4.2,6,275,15,21,4600,113,193,75
Buick_Rendezvous_CX,2,0,0,26545,24085,3.4,6,185,19,26,4024,112,187,74
Chevrolet_TrailBlazer_LT,2,0,0,30295,27479,4.2,6,275,16,21,4425,113,192,75
Ford_Explorer_XLT_V6,2,1,0,29670,26983,4.0,6,210,15,20,4463,114,190,72
Honda_Pilot_LX,2,1,0,27560,24843,3.5,6,240,17,22,4387,106,188,77
Isuzu_Rodeo_S,2,0,0,20449,19261,3.2,6,193,17,21,3836,106,178,70
Jeep_Grand_Cherokee_Laredo,2,0,0,27905,25686,4.0,6,195,16,21,3790,106,181,72
Kia_Sorento_LX,2,0,0,19635,18630,3.5,6,192,16,19,4112,107,180,73
Land_Rover_Range_Rover_HSE,2,1,0,72250,65807,4.4,8,282,12,16,5379,113,195,76
Lexus_GX_470,2,1,0,45700,39838,4.7,8,235,15,19,4740,110,188,74
Lexus_LX_470,2,1,0,64800,56455,4.7,8,235,13,17,5590,112,193,76
Lexus_RX_330,2,1,0,39195,34576,3.3,6,230,18,24,4065,107,186,73
Lincoln_Aviator_Ultimate,2,0,0,42915,39443,4.6,8,302,13,18,4834,114,193,76
Mercedes-Benz_G500,2,1,0,76870,71540,5.0,8,292,13,14,5423,112,186,71
Mercedes-Benz_ML500,2,1,0,46470,43268,5.0,8,288,14,17,4874,111,183,72
Mercury_Mountaineer,2,0,0,29995,27317,4.0,6,210,16,21,4374,114,190,72
Mitsubishi_Endeavor_XLS,2,1,0,30492,28330,3.8,6,215,17,21,4134,109,190,74
Mitsubishi_Montero_XLS,2,1,0,33112,30763,3.8,6,215,15,19,4718,110,190,75
Nissan_Pathfinder_SE,2,0,0,27339,25972,3.5,6,240,16,21,3871,106,183,72
Pontiac_Aztekt,2,0,0,21595,19810,3.4,6,185,19,26,3779,108,182,74
Porsche_Cayenne_S,2,1,0,56665,49865,4.5,8,340,14,18,4950,112,188,76
Saturn_VUE,2,1,0,20585,19238,2.2,4,143,21,26,3381,107,181,72
Suzuki_XL-7_EX,2,0,0,23699,22307,2.7,6,185,18,22,3682,110,187,70
Toyota_4Runner_SR5_V6,2,0,0,27710,24801,4.0,6,245,18,21,4035,110,189,74
Toyota_Highlander_V6,2,1,0,27930,24915,3.3,6,230,18,24,3935,107,185,72
Toyota_Land_Cruiser,2,1,0,54765,47986,4.7,8,325,13,17,5390,112,193,76
Volkswagen_Touareg_V6,2,1,0,35515,32243,3.2,6,220,15,20,5086,112,187,76
Volvo_XC90_T6,2,1,0,41250,38851,2.9,6,268,15,20,4638,113,189,75
Chevrolet_Tracker,2,0,0,20255,19108,2.5,6,165,19,22,2866,98,163,67
Ford_Escape_XLS,2,1,0,22515,20907,3.0,6,201,18,23,3346,103,173,70
Honda_CR-V_LX,2,1,0,19860,18419,2.4,4,160,21,25,3258,103,179,70
Honda_Element_LX,2,1,0,18690,17334,2.4,4,160,21,24,3468,101,167,72
Hyundai_Santa_Fe_GLS,2,0,0,21589,20201,2.7,6,173,20,26,3549,103,177,73
Jeep_Liberty_Sport,2,1,0,20130,18973,2.4,4,150,20,24,3826,104,174,72
Jeep_Wrangler_Sahara_convertible_2dr,2,1,0,25520,23275,4.0,6,190,16,19,3575,93,150,67
Land_Rover_Discovery_SE,2,1,0,39250,35777,4.6,8,217,12,16,4576,100,185,74
Land_Rover_Freelander_SE,2,1,0,25995,23969,2.5,6,174,18,21,3577,101,175,71
Mazda_Tribute_DX_2.0,2,1,0,21087,19742,2.0,4,130,22,25,3091,103,173,72
Mitsubishi_Outlander_LS,2,0,0,18892,17569,2.4,4,160,21,27,3240,103,179,69
Nissan_Xterra_XE_V6,2,0,0,20939,19512,3.3,6,180,17,20,3760,104,178,70
Suzuki_Vitara_LX,2,1,0,17163,16949,2.5,6,165,19,22,3020,98,163,67
Toyota_RAV4,2,1,0,20290,18553,2.4,4,161,22,27,3119,98,167,68
Audi_A6_3.0_Avant_Quattro,3,1,0,40840,37060,3.0,6,220,18,25,4035,109,192,71
Audi_S4_Avant_Quattro,3,1,0,49090,44446,4.2,8,340,15,21,3936,104,179,70
BMW_325xi_Sport,3,1,0,32845,30110,2.5,6,184,19,26,3594,107,176,69
Chevrolet_Malibu_Maxx_LS,3,0,0,22225,20394,3.5,6,200,22,30,3458,112,188,70
Chrysler_Pacifica,3,0,1,31230,28725,3.5,6,250,17,23,4675,116,199,79
Ford_Focus_ZTW,3,0,0,17475,16375,2.0,4,130,26,33,2702,103,178,67
Ford_Taurus_SE,3,0,0,22290,20457,3.0,6,155,19,26,3497,109,198,73
Infiniti_FX35,3,0,1,34895,31756,3.5,6,280,16,22,4056,112,189,76
Infiniti_FX45,3,1,0,36395,33121,4.5,8,315,15,19,4309,112,189,76
Kia_Rio_Cinco,3,0,0,11905,11410,1.6,4,104,26,33,2447,95,167,66
Lexus_IS_300_SportCross,3,0,1,32455,28647,3.0,6,215,18,24,3410,105,177,68
Mercedes-Benz_C240,3,0,1,33780,31466,2.6,6,168,19,25,3470,107,179,68
Mercedes-Benz_E320,3,0,1,50670,47174,3.2,6,221,19,27,3966,112,190,71
Mercedes-Benz_E500,3,1,0,60670,56474,5.0,8,302,16,24,4230,112,190,71
Mercury_Sable_GS,3,0,0,22595,20748,3.0,6,155,19,26,3488,109,198,73
Mitsubishi_Lancer_Sportback_LS,3,0,0,17495,16295,2.4,4,160,-1,-1,3020,102,181,67
Nissan_Murano_SL,3,0,1,28739,27300,3.5,6,245,20,25,3801,111,188,74
Pontiac_Vibe,3,0,1,17045,15973,1.8,4,130,29,36,2701,102,172,70
Saab_9-5_Aero,3,0,0,40845,38376,2.3,4,250,19,29,3620,106,190,71
Saturn_L300_2,3,0,0,23560,21779,2.2,4,140,24,34,3109,107,190,69
Scion_xB,3,0,0,14165,13480,1.5,4,108,31,35,2425,98,155,67
Subaru_Forester_X,3,1,0,21445,19646,2.5,4,165,21,28,3090,99,175,68
Subaru_Outback,3,1,0,23895,21773,2.5,4,165,21,28,3430,104,187,69
Suzuki_Aerio_SX,3,1,0,16497,16291,2.3,4,155,24,29,2932,98,167,68
Toyota_Matrix_XR,3,0,0,16695,15156,1.8,4,130,29,36,2679,102,171,70
Volkswagen_Jetta_GL,3,0,0,19005,17427,2.0,4,115,24,30,3034,99,174,68
Volkswagen_Passat_GLS_1.8T,3,0,0,24955,22801,1.8,4,170,22,31,3338,106,184,69
Volkswagen_Passat_W8,3,0,0,40235,36956,4.0,8,270,18,25,4067,106,184,69
Volvo_V40,3,0,0,26135,24641,1.9,4,170,22,29,2822,101,180,68
Volvo_XC70,3,1,0,35145,33112,2.5,5,208,20,27,3823,109,186,73
Chevrolet_Astro,4,1,0,26395,23954,4.3,6,190,14,17,4605,111,190,78
Chevrolet_Venture_LS,4,0,0,27020,24518,3.4,6,185,19,26,3699,112,187,72
Chrysler_Town_and_Country_LX,4,0,0,27490,25371,3.3,6,180,19,26,4068,119,201,79
Chrysler_Town_and_Country_Limited,4,0,0,38380,35063,3.8,6,215,18,25,4331,119,201,79
Dodge_Caravan_SE,4,0,0,21795,20508,2.4,4,150,20,26,3862,113,189,79
Dodge_Grand_Caravan_SXT,4,1,0,32660,29812,3.8,6,215,18,25,4440,119,201,79
Ford_Freestar_SE,4,0,0,26930,24498,3.9,6,193,17,23,4275,121,201,77
GMC_Safari_SLE,4,0,1,25640,23215,4.3,6,190,16,20,4309,111,190,78
Honda_Odyssey_LX,4,0,0,24950,22498,3.5,6,240,18,25,4310,118,201,76
Honda_Odyssey_EX,4,0,0,27450,24744,3.5,6,240,18,25,4365,118,201,76
Kia_Sedona_LX,4,0,0,20615,19400,3.5,6,195,16,22,4802,115,194,75
Mazda_MPV_ES,4,0,0,28750,26600,3.0,6,200,18,25,3812,112,188,72
Mercury_Monterey_Luxury,4,0,0,33995,30846,4.2,6,201,16,23,4340,121,202,77
Nissan_Quest_S,4,0,0,24780,22958,3.5,6,240,19,26,4012,124,204,78
Nissan_Quest_SE,4,0,0,32780,30019,3.5,6,240,18,25,4175,124,204,78
Oldsmobile_Silhouette_GL,4,0,0,28790,26120,3.4,6,185,19,26,3948,120,201,72
Pontiac_Montana,4,0,0,23845,21644,3.4,6,185,19,26,3803,112,187,72
Pontiac_Montana_EWB,4,1,0,31370,28454,3.4,6,185,18,24,4431,121,201,72
Toyota_Sienna_CE,4,0,0,23495,21198,3.3,6,230,19,27,4120,119,200,77
Toyota_Sienna_XLE_Limited,4,0,0,28800,25690,3.3,6,230,19,27,4165,119,200,77
Cadillac_Escalade_EXT,5,1,0,52975,48541,6.0,8,345,13,17,5879,130,-1,-1
Chevrolet_Avalanche_1500,5,1,0,36100,31689,5.3,8,295,14,18,5678,130,-1,-1
Chevrolet_Colorado_Z85,5,1,0,18760,17070,2.8,4,175,18,23,3623,111,-1,-1
Chevrolet_Silverado_1500_Regular_Cab,5,0,1,20310,18480,4.3,6,200,15,21,4142,119,-1,-1
Chevrolet_Silverado_SS,5,1,0,40340,35399,6.0,8,300,13,17,4804,144,-1,-1
Chevrolet_SSR,5,0,1,41995,39306,5.3,8,300,16,19,4760,116,-1,-1
Dodge_Dakota_Regular_Cab,5,0,1,17630,16264,3.7,6,210,16,22,3714,112,-1,-1
Dodge_Dakota_Club_Cab,5,0,1,20300,18670,3.7,6,210,16,22,3829,131,-1,-1
Dodge_Ram_1500_Regular_Cab_ST,5,0,1,20215,18076,3.7,6,215,16,21,4542,121,-1,-1
Ford_F-150_Regular_Cab_XL,5,0,1,22010,19490,4.6,8,231,15,19,4788,126,-1,-1
Ford_F-150_Supercab_Lariat,5,1,0,33540,29405,5.4,8,300,14,18,5464,133,-1,-1
Ford_Ranger_2.3_XL_Regular_Cab,5,0,1,14385,13717,2.3,4,143,24,29,3028,111,-1,-1
GMC_Canyon_Z85_SL_Regular_Cab,5,0,1,16530,14877,2.8,4,175,19,24,3351,111,-1,-1
GMC_Sierra_Extended_Cab_1500,5,0,1,25717,22604,4.8,8,285,17,20,4548,144,-1,-1
GMC_Sierra_HD_2500,5,1,0,29322,25759,6.0,8,300,-1,-1,5440,133,-1,-1
GMC_Sonoma_Crew_Cab,5,1,0,25395,23043,4.3,6,190,15,19,4083,123,-1,-1
Mazda_B2300_SX_Regular_Cab,5,0,1,14840,14070,2.3,4,143,24,29,2960,112,-1,-1
Mazda_B4000_SE_Cab_Plus,5,1,0,22350,20482,4.0,6,207,15,19,3571,126,-1,-1
Nissan_Frontier_King_Cab_XE_V6,5,1,0,19479,18253,3.3,6,180,17,20,3932,116,-1,-1
Nissan_Titan_King_Cab_XE,5,1,0,26650,24926,5.6,8,305,14,18,5287,140,-1,-1
Subaru_Baja,5,1,0,24520,22304,2.5,4,165,21,28,3485,104,-1,-1
Toyota_Tacoma,5,0,1,12800,11879,2.4,4,142,22,27,2750,103,-1,-1
Toyota_Tundra_Regular_Cab_V6,5,0,1,16495,14978,3.4,6,190,16,20,3925,128,-1,-1
Toyota_Tundra_Access_Cab_V6_SR5,5,1,0,25935,23520,3.4,6,190,14,17,4435,128,-1,-1
